Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price
Hebbal,655,1,1.0,5.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, Intercom",5260000
Koramangala,1048,2,2.0,14.0,Unfurnished,"Children's Play Area, Gym, High-Speed Elevators, Intercom, Power Backup",9910000
Electronic City,1131,2,2.0,9.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Landscaped Garden",5560000
Whitefield,2376,4,3.0,0.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden",13600000
Indiranagar,1517,3,3.0,1.0,Unfurnished,"Covered Parking, Landscaped Garden, Power Backup, Swimming Pool",19850000
Marathahalli,1115,2,2.0,3.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",8250000
Thanisandra,728,1,1.0,0.0,Semi-Furnished,"Clubhouse, Intercom, Power Backup",4160000
HSR Layout,1149,2,1.0,3.0,Semi-Furnished,"Children's Play Area, Clubhouse, Intercom, Power Backup, Tennis Court",9970000
HSR Layout,1525,3,3.0,10.0,Unfurnished,"Covered Parking, High-Speed Elevators",11990000
Sarjapur Road,2983,4,3.0,10.0,Semi-Furnished,"Covered Parking, Intercom, Swimming Pool",19600000
Hebbal,1118,2,2.0,3.0,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",9500000
Marathahalli,1270,2,2.0,12.0,Furnished,"24/7 Security, Covered Parking, Jogging Track",8810000
Hebbal,1732,3,3.0,9.0,Furnished,"Children's Play Area, Clubhouse, Power Backup",14540000
Thanisandra,1659,3,3.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Tennis Court",10730000
Hebbal,1995,3,3.0,0.0,Unfurnished,"24/7 Security, Covered Parking, Swimming Pool, Tennis Court",15760000
Marathahalli,1216,2,2.0,0.0,Unfurnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Power Backup",7630000
HSR Layout,800,2,2.0,0.0,,"Children's Play Area, Clubhouse, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",7130000
Bellandur,1577,3,3.0,4.0,Unfurnished,"Clubhouse, High-Speed Elevators, Power Backup, Tennis Court",13330000
Whitefield,816,2,2.0,11.0,Semi-Furnished,"Covered Parking, Gym, High-Speed Elevators, Intercom, Power Backup",4320000
Jayanagar,1896,3,3.0,2.0,Unfurnished,"Children's Play Area, Covered Parking, Intercom, Landscaped Garden, Swimming Pool",22610000
Marathahalli,954,2,2.0,28.0,Furnished,"24/7 Security, Clubhouse, Gym, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",4720000
Thanisandra,1115,2,2.0,9.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Tennis Court",6520000
Whitefield,1001,2,2.0,3.0,Unfurnished,"High-Speed Elevators, Jogging Track",5880000
Whitefield,1755,3,2.0,11.0,Furnished,"24/7 Security, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Swimming Pool",10470000
HSR Layout,2035,3,3.0,26.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Swimming Pool, Tennis Court",15060000
Bellandur,2578,4,4.0,18.0,Unfurnished,"Clubhouse, High-Speed Elevators, Jogging Track, Power Backup",18540000
Koramangala,2754,4,4.0,0.0,Semi-Furnished,"Clubhouse, Gym, Landscaped Garden",35220000
Whitefield,1019,2,2.0,2.0,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track, Power Backup, Tennis Court",5020000
Marathahalli,3008,4,4.0,1.0,Semi-Furnished,"High-Speed Elevators, Jogging Track, Landscaped Garden, Tennis Court",23630000
Hebbal,1012,2,2.0,5.0,Semi-Furnished,"Gym, High-Speed Elevators, Swimming Pool",8330000
HSR Layout,2168,4,4.0,1.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",21860000
Malleshwaram,1073,2,2.0,0.0,Semi-Furnished,"Gym, Landscaped Garden, Swimming Pool",10760000
Whitefield,1640,3,3.0,10.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden",9350000
Koramangala,1759,3,3.0,2.0,Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom",24180000
Koramangala,1075,2,1.0,8.0,Semi-Furnished,"Children's Play Area, Intercom, Swimming Pool",11350000
Thanisandra,885,2,2.0,1.0,Unfurnished,"Clubhouse, Covered Parking, Jogging Track",5360000
Jayanagar,1077,2,2.0,7.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool, Tennis Court",10330000
Marathahalli,761,1,1.0,4.0,Unfurnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Intercom, Power Backup, Swimming Pool, Tennis Court",4410000
Yelahanka,1912,3,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Power Backup",10780000
Koramangala,1500,3,2.0,10.0,Unfurnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Jogging Track",15030000
Yelahanka,1961,3,3.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Intercom, Power Backup, Tennis Court",13650000
Sarjapur Road,1005,2,1.0,11.0,Furnished,"Gym, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",6750000
Bellandur,526,1,1.0,4.0,Unfurnished,"24/7 Security, Clubhouse, Intercom, Swimming Pool",3330000
Sarjapur Road,1027,2,2.0,0.0,Unfurnished,"High-Speed Elevators, Jogging Track, Power Backup, Tennis Court",7060000
HSR Layout,1954,3,3.0,2.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",17170000
Rajajinagar,541,1,1.0,5.0,Semi-Furnished,"High-Speed Elevators, Landscaped Garden",5580000
HSR Layout,1300,3,3.0,2.0,Furnished,"Children's Play Area, Covered Parking, Gym, Jogging Track, Power Backup",12930000
Electronic City,1084,2,2.0,1.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Power Backup, Tennis Court",5860000
Bellandur,1609,3,3.0,6.0,Unfurnished,"Clubhouse, Gym, Landscaped Garden, Power Backup",12350000
Whitefield,1203,2,2.0,0.0,Furnished,"Clubhouse, Covered Parking, Jogging Track, Swimming Pool",7360000
Whitefield,1136,2,,11.0,Semi-Furnished,"Gym, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",5860000
Whitefield,1248,2,2.0,5.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Intercom, Jogging Track, Power Backup",7400000
Whitefield,1113,2,2.0,21.0,Furnished,"Covered Parking, Gym, Landscaped Garden, Swimming Pool",5530000
Rajajinagar,2100,4,4.0,9.0,Furnished,"24/7 Security, Children's Play Area, Jogging Track, Swimming Pool",21970000
Bellandur,1288,2,2.0,4.0,Furnished,"Children's Play Area, Covered Parking, Swimming Pool",10500000
Koramangala,975,2,2.0,3.0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Tennis Court",12120000
HSR Layout,688,1,1.0,,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Jogging Track",5960000
HSR Layout,2970,4,4.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Power Backup",35100000
Sarjapur Road,1298,2,,0.0,Unfurnished,"24/7 Security, Children's Play Area, High-Speed Elevators",9380000
Marathahalli,544,1,1.0,18.0,Semi-Furnished,"Children's Play Area, Covered Parking, Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",3290000
Electronic City,1061,2,2.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Swimming Pool, Tennis Court",5050000
Koramangala,637,1,1.0,2.0,Unfurnished,"24/7 Security, Jogging Track, Landscaped Garden, Power Backup",5890000
Jayanagar,1733,3,2.0,1.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom",18800000
Marathahalli,1245,2,2.0,0.0,Unfurnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden",7680000
Jayanagar,971,2,1.0,1.0,Unfurnished,"Gym, High-Speed Elevators, Swimming Pool, Tennis Court",9590000
HSR Layout,3012,4,3.0,25.0,Semi-Furnished,"Covered Parking, Jogging Track, Tennis Court",25640000
Banashankari,562,1,1.0,3.0,Furnished,"24/7 Security, Children's Play Area, Intercom, Jogging Track",3360000
Whitefield,1081,2,2.0,2.0,Unfurnished,"24/7 Security, Covered Parking, Gym, Intercom, Power Backup",6430000
Jayanagar,1732,3,2.0,1.0,Unfurnished,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",19190000
HSR Layout,1748,3,2.0,20.0,Furnished,"Clubhouse, Covered Parking, Intercom, Landscaped Garden, Swimming Pool",14500000
Koramangala,800,2,2.0,9.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden",9570000
Thanisandra,800,2,2.0,2.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, Jogging Track, Power Backup",5080000
HSR Layout,1629,3,,8.0,Semi-Furnished,"Clubhouse, Swimming Pool",13840000
Indiranagar,1198,2,2.0,3.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden",15900000
Bellandur,606,1,1.0,4.0,Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom, Jogging Track",4610000
Rajajinagar,582,1,1.0,6.0,Unfurnished,"24/7 Security, Children's Play Area, Intercom",4690000
Rajajinagar,1078,2,2.0,6.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Intercom, Swimming Pool, Tennis Court",11810000
Electronic City,1133,2,2.0,15.0,Unfurnished,"24/7 Security, Covered Parking, Power Backup",4190000
HSR Layout,1862,3,3.0,3.0,Unfurnished,"Clubhouse, Intercom, Jogging Track, Landscaped Garden, Power Backup",17070000
HSR Layout,1734,3,3.0,10.0,Furnished,"Children's Play Area, Clubhouse, Gym, Swimming Pool",15470000
HSR Layout,1164,2,2.0,0.0,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track",10110000
Marathahalli,1631,3,3.0,9.0,Semi-Furnished,"24/7 Security, Gym, Tennis Court",11130000
Yelahanka,2533,4,4.0,4.0,Semi-Furnished,"24/7 Security, Intercom, Swimming Pool",16410000
Whitefield,2561,4,3.0,6.0,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track, Tennis Court",16110000
Electronic City,2793,4,3.0,13.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",16520000
HSR Layout,1201,2,2.0,16.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Intercom, Jogging Track, Power Backup",8430000
Jayanagar,1580,3,3.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, Intercom, Jogging Track, Landscaped Garden",16230000
Bellandur,795,1,1.0,0.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, Power Backup",6000000
Rajajinagar,1513,3,3.0,2.0,Unfurnished,"Children's Play Area, Intercom, Power Backup, Tennis Court",14460000
HSR Layout,1414,3,2.0,3.0,Semi-Furnished,"Clubhouse, Power Backup",11770000
Koramangala,634,1,1.0,3.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Intercom",8310000
HSR Layout,923,2,1.0,1.0,Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Landscaped Garden",8460000
Whitefield,1894,3,2.0,8.0,Unfurnished,"Children's Play Area, Gym, Landscaped Garden, Power Backup",10270000
Whitefield,3038,4,4.0,3.0,Semi-Furnished,"Children's Play Area, Gym, Intercom, Landscaped Garden",19900000
Bellandur,3199,4,3.0,1.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup",26100000
Whitefield,841,2,2.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Landscaped Garden, Swimming Pool",5550000
Marathahalli,566,1,1.0,13.0,Semi-Furnished,"Children's Play Area, Intercom, Tennis Court",3320000
Sarjapur Road,1623,3,2.0,2.0,Semi-Furnished,"24/7 Security, Clubhouse, Swimming Pool, Tennis Court",10990000
Rajajinagar,622,1,1.0,0.0,Unfurnished,"Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",5580000
HSR Layout,1194,2,2.0,28.0,,"Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool, Tennis Court",8180000
Koramangala,507,1,1.0,11.0,Unfurnished,"Landscaped Garden, Power Backup, Tennis Court",4980000
Koramangala,934,2,2.0,16.0,Semi-Furnished,"24/7 Security, Covered Parking, Swimming Pool",9830000
Bellandur,800,2,2.0,0.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Power Backup",5650000
Sarjapur Road,1474,3,2.0,1.0,Semi-Furnished,"Children's Play Area, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool",9970000
Whitefield,623,1,1.0,5.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, Jogging Track",2890000
Thanisandra,1180,2,2.0,14.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Power Backup, Swimming Pool, Tennis Court",6290000
Indiranagar,2072,3,2.0,2.0,Unfurnished,"Children's Play Area, Clubhouse, Gym, Intercom, Tennis Court",26950000
Electronic City,1665,3,2.0,3.0,Furnished,"Clubhouse, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",9180000
Yelahanka,1053,2,2.0,11.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",5510000
Whitefield,1795,3,2.0,0.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Landscaped Garden",10580000
Rajajinagar,747,1,1.0,3.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Swimming Pool",7670000
HSR Layout,800,2,2.0,9.0,Unfurnished,"Gym, Landscaped Garden, Swimming Pool",6200000
HSR Layout,1297,2,2.0,1.0,Semi-Furnished,"Jogging Track, Swimming Pool",12610000
Indiranagar,2773,4,4.0,5.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Landscaped Garden, Swimming Pool, Tennis Court",38420000
Whitefield,1683,3,2.0,1.0,Semi-Furnished,"Power Backup, Swimming Pool",10130000
HSR Layout,1770,3,3.0,28.0,Semi-Furnished,"Intercom, Jogging Track",13020000
Thanisandra,712,1,1.0,0.0,Furnished,"Covered Parking, Gym, High-Speed Elevators",5110000
Koramangala,1322,3,3.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Landscaped Garden, Power Backup, Swimming Pool",19480000
Electronic City,4114,5,5.0,7.0,Semi-Furnished,"Covered Parking, Landscaped Garden, Swimming Pool, Tennis Court",21960000
HSR Layout,1305,2,2.0,15.0,Semi-Furnished,"Children's Play Area, Covered Parking, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",9370000
Malleshwaram,472,1,1.0,2.0,Unfurnished,"24/7 Security, Clubhouse, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",4290000
Marathahalli,2621,4,4.0,3.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Tennis Court",20190000
HSR Layout,1950,3,3.0,16.0,Unfurnished,"Children's Play Area, Clubhouse, Jogging Track, Tennis Court",14990000
Electronic City,897,2,1.0,1.0,Furnished,"Children's Play Area, Clubhouse, Landscaped Garden, Swimming Pool",5250000
Banashankari,1102,2,2.0,5.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Landscaped Garden, Power Backup, Swimming Pool",7860000
Sarjapur Road,1261,2,2.0,10.0,Unfurnished,"Clubhouse, Covered Parking, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",8610000
Rajajinagar,872,2,2.0,3.0,Semi-Furnished,"High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",8450000
Rajajinagar,1571,3,3.0,8.0,Unfurnished,"Children's Play Area, Gym, Landscaped Garden",15030000
Electronic City,3686,4,4.0,14.0,Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Tennis Court",18450000
Marathahalli,937,2,1.0,8.0,Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup",6350000
Thanisandra,2893,4,3.0,17.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Landscaped Garden, Swimming Pool",18900000
Marathahalli,1559,3,3.0,3.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden",11300000
Malleshwaram,4261,5,5.0,1.0,Semi-Furnished,"Intercom, Landscaped Garden",54930000
Jayanagar,1207,2,2.0,1.0,Unfurnished,"Clubhouse, High-Speed Elevators, Intercom, Swimming Pool, Tennis Court",14030000
Bellandur,1105,2,2.0,15.0,Semi-Furnished,"Jogging Track, Landscaped Garden, Power Backup",7620000
Sarjapur Road,1069,2,2.0,11.0,Unfurnished,"Children's Play Area, Gym, Swimming Pool",5410000
Yelahanka,1167,2,1.0,1.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Swimming Pool",5870000
Hebbal,543,1,1.0,5.0,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Tennis Court",4110000
HSR Layout,1625,3,3.0,0.0,Furnished,"Children's Play Area, Covered Parking",15640000
Hebbal,1125,2,2.0,12.0,Semi-Furnished,"Clubhouse, Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",9700000
Hebbal,1633,3,2.0,3.0,Unfurnished,"Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Tennis Court",13440000
Electronic City,540,1,1.0,0.0,Unfurnished,"Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Swimming Pool, Tennis Court",2480000
Koramangala,542,1,1.0,8.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom",5640000
Sarjapur Road,646,1,1.0,8.0,Unfurnished,"24/7 Security, Covered Parking, High-Speed Elevators, Power Backup, Tennis Court",3430000
Hebbal,1119,2,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Jogging Track, Swimming Pool",9620000
Electronic City,938,2,2.0,2.0,Semi-Furnished,"Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",4820000
Koramangala,1101,2,2.0,11.0,Furnished,"Children's Play Area, Intercom, Jogging Track, Swimming Pool",13290000
Koramangala,3683,5,5.0,10.0,Furnished,"24/7 Security, Clubhouse, Covered Parking",47270000
Electronic City,1095,2,2.0,11.0,Unfurnished,"Children's Play Area, Clubhouse, Power Backup",3660000
HSR Layout,1718,3,3.0,0.0,Furnished,"24/7 Security, Intercom, Jogging Track, Power Backup",19370000
Bellandur,783,1,1.0,8.0,Unfurnished,"24/7 Security, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool, Tennis Court",5550000
Indiranagar,1501,3,3.0,3.0,Furnished,"Covered Parking, High-Speed Elevators, Jogging Track, Power Backup",21650000
Whitefield,1030,2,2.0,8.0,Furnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators, Intercom, Tennis Court",6580000
Sarjapur Road,1403,3,3.0,8.0,Semi-Furnished,"Power Backup, Swimming Pool",9900000
Indiranagar,2047,3,2.0,6.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Landscaped Garden, Swimming Pool",27170000
Thanisandra,1014,2,2.0,3.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Jogging Track, Swimming Pool",6160000
Jayanagar,1143,2,1.0,4.0,Unfurnished,"Clubhouse, Covered Parking, Jogging Track, Swimming Pool",12260000
HSR Layout,4750,5,4.0,5.0,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",53170000
Sarjapur Road,1450,2,2.0,2.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden",10280000
Whitefield,2100,4,4.0,1.0,Semi-Furnished,"Children's Play Area, Gym",14150000
Electronic City,1290,2,2.0,0.0,Semi-Furnished,"Children's Play Area, Swimming Pool, Tennis Court",5790000
Indiranagar,1052,2,2.0,8.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",12320000
Bellandur,905,2,1.0,2.0,Semi-Furnished,"24/7 Security, Covered Parking, Intercom, Jogging Track, Swimming Pool",7580000
Whitefield,914,2,2.0,2.0,Furnished,"Covered Parking, Landscaped Garden",5220000
HSR Layout,1573,3,3.0,28.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden",11980000
