Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price,price_per_sqft,property_age_group,luxury_score
Electronic City,1249,2,2,2,Unfurnished,"24/7 Security, Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",6170000.0,4939.95,New (0-3 yrs),5.27
Bellandur,1616,3,2,1,Unfurnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Intercom",12480000.0,7722.77,New (0-3 yrs),3.04
Sarjapur Road,1178,2,2,1,Semi-Furnished,"Intercom, Power Backup, Tennis Court",9340000.0,7928.69,New (0-3 yrs),2.41
Electronic City,1563,3,3,6,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track",7680000.0,4913.63,Modern (4-10 yrs),3.66
HSR Layout,645,1,1,6,Semi-Furnished,"Covered Parking, High-Speed Elevators",5390000.0,8356.59,Modern (4-10 yrs),1.61
Marathahalli,1217,2,2,4,Semi-Furnished,"Children's Play Area, Clubhouse, Intercom, Power Backup, Swimming Pool",8650000.0,7107.64,Modern (4-10 yrs),4.2
HSR Layout,610,1,1,7,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Swimming Pool",4730000.0,7754.1,Modern (4-10 yrs),4.02
HSR Layout,1164,2,2,0,Unfurnished,"24/7 Security, Gym, High-Speed Elevators",10300000.0,8848.8,New (0-3 yrs),2.5
HSR Layout,1271,2,2,3,Furnished,"Children's Play Area, Gym, High-Speed Elevators, Jogging Track, Power Backup",12760000.0,10039.34,New (0-3 yrs),3.66
Sarjapur Road,1138,2,2,10,Unfurnished,"Covered Parking, Landscaped Garden, Power Backup, Tennis Court",6870000.0,6036.91,Modern (4-10 yrs),3.48
Electronic City,1802,3,3,4,Semi-Furnished,"Clubhouse, High-Speed Elevators, Landscaped Garden, Tennis Court",8320000.0,4617.09,Modern (4-10 yrs),4.02
Thanisandra,1592,3,3,3,Semi-Furnished,"24/7 Security, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",10180000.0,6394.47,New (0-3 yrs),5.36
Bellandur,504,1,1,1,Semi-Furnished,"24/7 Security, Jogging Track",3330000.0,6607.14,New (0-3 yrs),1.25
Hebbal,1744,3,3,0,Furnished,"Jogging Track, Swimming Pool, Tennis Court",16830000.0,9650.23,New (0-3 yrs),3.12
Malleshwaram,2908,4,4,9,Semi-Furnished,"24/7 Security, Jogging Track",30510000.0,10491.75,Modern (4-10 yrs),1.25
Indiranagar,1589,3,3,4,Semi-Furnished,"Power Backup, Tennis Court",16810000.0,10578.98,Modern (4-10 yrs),1.96
HSR Layout,1077,2,1,0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",10190000.0,9461.47,New (0-3 yrs),4.02
Electronic City,1390,3,3,3,Unfurnished,"Gym, Swimming Pool, Tennis Court",6050000.0,4352.52,New (0-3 yrs),3.48
Whitefield,660,1,1,15,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Tennis Court",3040000.0,4606.06,Established (11-20 yrs),4.55
Koramangala,2009,3,2,6,Semi-Furnished,"Covered Parking, Intercom",20210000.0,10059.73,Modern (4-10 yrs),1.16
Sarjapur Road,1439,3,2,10,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Intercom, Jogging Track, Swimming Pool",10260000.0,7129.95,Modern (4-10 yrs),4.82
Thanisandra,1059,2,2,4,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Tennis Court",6800000.0,6421.15,Modern (4-10 yrs),6.88
Whitefield,1011,2,2,2,Unfurnished,"Clubhouse, Covered Parking, High-Speed Elevators, Swimming Pool, Tennis Court",5540000.0,5479.72,New (0-3 yrs),5.27
Marathahalli,560,1,1,21,Unfurnished,"Clubhouse, Gym, High-Speed Elevators, Intercom",2650000.0,4732.14,Old (20+ yrs),3.3
Sarjapur Road,1851,3,3,1,Semi-Furnished,"24/7 Security, Gym, Jogging Track",15100000.0,8157.75,New (0-3 yrs),2.14
Whitefield,1618,3,3,0,Furnished,"Children's Play Area, Clubhouse, Intercom, Tennis Court",10300000.0,6365.88,New (0-3 yrs),3.39
Bellandur,1251,2,2,0,Furnished,"24/7 Security, Intercom, Power Backup, Swimming Pool",10950000.0,8753.0,New (0-3 yrs),3.21
Bellandur,1364,3,3,2,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Swimming Pool",12980000.0,9516.13,New (0-3 yrs),4.46
Indiranagar,1281,2,2,12,Semi-Furnished,"Children's Play Area, Clubhouse, Jogging Track, Power Backup",15160000.0,11834.5,Established (11-20 yrs),2.95
Jayanagar,1045,2,2,0,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Swimming Pool",12610000.0,12066.99,New (0-3 yrs),3.57
Whitefield,2429,4,3,1,Furnished,"Clubhouse, High-Speed Elevators, Landscaped Garden",15910000.0,6550.02,New (0-3 yrs),2.77
Bellandur,1130,2,2,9,Unfurnished,"24/7 Security, Clubhouse, Intercom, Landscaped Garden",6800000.0,6017.7,Modern (4-10 yrs),3.04
HSR Layout,1474,3,2,2,Furnished,"24/7 Security, Intercom",13420000.0,9104.48,New (0-3 yrs),1.16
Indiranagar,1176,2,2,8,Semi-Furnished,"24/7 Security, High-Speed Elevators, Swimming Pool, Tennis Court",13020000.0,11071.43,Modern (4-10 yrs),4.2
Whitefield,1736,3,2,11,Unfurnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Swimming Pool, Tennis Court",8200000.0,4723.5,Established (11-20 yrs),4.82
Malleshwaram,656,1,1,0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Tennis Court",7000000.0,10670.73,New (0-3 yrs),5.98
Koramangala,1013,2,2,6,Unfurnished,"24/7 Security, Children's Play Area, Power Backup, Tennis Court",11780000.0,11628.83,Modern (4-10 yrs),3.3
Rajajinagar,1034,2,1,5,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Intercom, Landscaped Garden, Tennis Court",11360000.0,10986.46,Modern (4-10 yrs),5.0
Indiranagar,1268,2,2,1,Semi-Furnished,"Clubhouse, Tennis Court",17700000.0,13958.99,New (0-3 yrs),2.32
Indiranagar,1798,3,3,9,Semi-Furnished,"Clubhouse, Covered Parking, Jogging Track, Tennis Court",22660000.0,12602.89,Modern (4-10 yrs),3.57
Bellandur,493,1,1,1,Semi-Furnished,"24/7 Security, Children's Play Area, Landscaped Garden, Power Backup, Tennis Court",3390000.0,6876.27,New (0-3 yrs),4.11
Koramangala,605,1,1,6,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool, Tennis Court",7080000.0,11702.48,Modern (4-10 yrs),6.25
Hebbal,1074,2,2,8,Semi-Furnished,"24/7 Security, Covered Parking, Tennis Court",9030000.0,8407.82,Modern (4-10 yrs),2.68
Indiranagar,3012,4,4,2,Furnished,"Clubhouse, Covered Parking, Gym",44740000.0,14853.92,New (0-3 yrs),2.68
Whitefield,850,1,1,28,Semi-Furnished,"24/7 Security, Jogging Track, Power Backup, Swimming Pool",3100000.0,3647.06,Old (20+ yrs),3.3
Koramangala,1184,2,2,4,Semi-Furnished,"24/7 Security, Intercom, Swimming Pool, Tennis Court",13450000.0,11359.8,Modern (4-10 yrs),3.75
Jayanagar,921,2,2,3,Furnished,"24/7 Security, Children's Play Area, Intercom, Swimming Pool",11530000.0,12519.0,New (0-3 yrs),3.12
Whitefield,1614,3,2,17,Semi-Furnished,"Clubhouse, High-Speed Elevators, Jogging Track, Tennis Court",9270000.0,5743.49,Established (11-20 yrs),3.75
HSR Layout,992,2,2,9,Unfurnished,"Clubhouse, Covered Parking, Power Backup",7070000.0,7127.02,Modern (4-10 yrs),2.5
Bellandur,1943,3,2,6,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",15340000.0,7895.01,Modern (4-10 yrs),5.62
Hebbal,795,1,1,10,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Landscaped Garden, Tennis Court",6580000.0,8276.73,Modern (4-10 yrs),4.46
Koramangala,2933,4,4,2,Semi-Furnished,"Children's Play Area, Gym, High-Speed Elevators, Power Backup, Swimming Pool",39060000.0,13317.42,New (0-3 yrs),4.46
Whitefield,774,1,1,5,Semi-Furnished,"Clubhouse, Gym, Swimming Pool",4420000.0,5710.59,Modern (4-10 yrs),3.3
Sarjapur Road,1559,3,3,4,Semi-Furnished,"Gym, Jogging Track",10150000.0,6510.58,Modern (4-10 yrs),1.43
Sarjapur Road,749,1,1,2,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, Jogging Track, Swimming Pool",4930000.0,6582.11,New (0-3 yrs),4.46
Electronic City,2870,4,3,11,Unfurnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Power Backup, Tennis Court",15400000.0,5365.85,Established (11-20 yrs),4.73
Sarjapur Road,2777,4,3,7,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Power Backup",24850000.0,8948.51,Modern (4-10 yrs),3.66
Banashankari,1840,3,3,1,Semi-Furnished,"High-Speed Elevators, Intercom, Power Backup, Swimming Pool, Tennis Court",13960000.0,7586.96,New (0-3 yrs),4.64
Indiranagar,578,1,1,1,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden, Tennis Court",6420000.0,11107.27,New (0-3 yrs),3.12
Rajajinagar,622,1,1,16,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup",4910000.0,7893.89,Established (11-20 yrs),6.34
Yelahanka,1760,3,3,25,Unfurnished,"24/7 Security, Covered Parking, Gym, Intercom, Jogging Track",8070000.0,4585.23,Old (20+ yrs),3.3
Rajajinagar,2423,4,4,1,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden, Power Backup",24480000.0,10103.18,New (0-3 yrs),2.59
HSR Layout,1159,2,1,0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Power Backup",10850000.0,9361.52,New (0-3 yrs),3.57
Jayanagar,1112,2,2,9,Semi-Furnished,"24/7 Security, Children's Play Area, Jogging Track",13330000.0,11987.41,Modern (4-10 yrs),1.88
Malleshwaram,1300,3,2,5,Unfurnished,"24/7 Security, Clubhouse, Gym, Intercom, Jogging Track",13570000.0,10438.46,Modern (4-10 yrs),3.66
Indiranagar,1565,3,2,0,Semi-Furnished,"Gym, High-Speed Elevators, Power Backup",19690000.0,12581.47,New (0-3 yrs),2.5
Whitefield,1745,3,3,3,Furnished,"Clubhouse, Covered Parking, Gym, Jogging Track",10410000.0,5965.62,New (0-3 yrs),3.21
Bellandur,1801,3,3,4,Unfurnished,"24/7 Security, Landscaped Garden, Swimming Pool",12960000.0,7196.0,Modern (4-10 yrs),2.86
Rajajinagar,1389,3,3,5,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden",15120000.0,10885.53,Modern (4-10 yrs),3.93
Marathahalli,1114,2,2,3,Furnished,"Covered Parking, Gym, Landscaped Garden",6570000.0,5897.67,New (0-3 yrs),2.41
Yelahanka,1063,2,2,13,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, Landscaped Garden, Power Backup, Tennis Court",6110000.0,5747.88,Established (11-20 yrs),5.36
Marathahalli,1182,2,2,1,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden",7690000.0,6505.92,New (0-3 yrs),4.02
Marathahalli,1614,3,2,6,Unfurnished,"24/7 Security, Tennis Court",9550000.0,5916.98,Modern (4-10 yrs),1.96
Indiranagar,901,2,2,9,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Intercom, Landscaped Garden",11320000.0,12563.82,Modern (4-10 yrs),4.55
Jayanagar,999,2,2,1,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Jogging Track, Swimming Pool, Tennis Court",12900000.0,12912.91,New (0-3 yrs),5.8
HSR Layout,2133,4,3,9,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Power Backup, Swimming Pool",19010000.0,8912.33,Modern (4-10 yrs),4.91
Whitefield,868,2,2,4,Unfurnished,"Children's Play Area, Gym, Landscaped Garden, Swimming Pool, Tennis Court",5220000.0,6013.82,Modern (4-10 yrs),4.91
Jayanagar,3264,4,3,4,Semi-Furnished,"Covered Parking, Gym",41980000.0,12861.52,Modern (4-10 yrs),1.61
Yelahanka,1300,3,3,7,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Power Backup, Swimming Pool",8120000.0,6246.15,Modern (4-10 yrs),6.25
HSR Layout,557,1,1,17,Semi-Furnished,"Swimming Pool, Tennis Court",3630000.0,6517.06,Established (11-20 yrs),2.59
Yelahanka,1300,3,3,1,Semi-Furnished,"Clubhouse, High-Speed Elevators, Tennis Court",8130000.0,6253.85,New (0-3 yrs),3.21
Whitefield,2645,4,4,5,Semi-Furnished,"Children's Play Area, Gym, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Tennis Court",16320000.0,6170.13,Modern (4-10 yrs),5.36
Sarjapur Road,1780,3,3,1,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden",13720000.0,7707.87,New (0-3 yrs),4.73
Jayanagar,1048,2,2,0,Unfurnished,"Clubhouse, Gym, Jogging Track",11880000.0,11335.88,New (0-3 yrs),2.5
Rajajinagar,1040,2,2,25,Semi-Furnished,"Power Backup, Swimming Pool",7720000.0,7423.08,Old (20+ yrs),2.05
Indiranagar,1618,3,2,7,Semi-Furnished,"Covered Parking, Power Backup",18710000.0,11563.66,Modern (4-10 yrs),1.43
Rajajinagar,1344,2,2,2,Unfurnished,"24/7 Security, Tennis Court",12860000.0,9568.45,New (0-3 yrs),1.96
HSR Layout,1094,2,2,8,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Landscaped Garden",8110000.0,7413.16,Modern (4-10 yrs),3.93
Bellandur,2122,4,4,0,Semi-Furnished,"Clubhouse, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",16900000.0,7964.18,New (0-3 yrs),4.91
Jayanagar,832,2,2,4,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden, Power Backup",9590000.0,11526.44,Modern (4-10 yrs),2.59
Electronic City,994,2,2,3,Furnished,"Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",5310000.0,5342.05,New (0-3 yrs),5.18
Jayanagar,2559,4,3,2,Semi-Furnished,"24/7 Security, Covered Parking, Landscaped Garden",30540000.0,11934.35,New (0-3 yrs),2.23
Koramangala,1173,2,2,10,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators",12870000.0,10971.87,Modern (4-10 yrs),4.29
Banashankari,628,1,1,5,Unfurnished,"Covered Parking, High-Speed Elevators, Tennis Court",3990000.0,6353.5,Modern (4-10 yrs),2.86
Hebbal,1852,3,3,6,Semi-Furnished,"Landscaped Garden, Tennis Court",14360000.0,7753.78,Modern (4-10 yrs),2.05
Hebbal,4112,5,5,4,Furnished,"Covered Parking, Gym, High-Speed Elevators, Power Backup, Swimming Pool",46690000.0,11354.57,Modern (4-10 yrs),4.55
Koramangala,1890,3,2,1,Semi-Furnished,"Children's Play Area, Covered Parking, Intercom, Swimming Pool, Tennis Court",23310000.0,12333.33,New (0-3 yrs),4.38
Indiranagar,967,2,2,3,Furnished,"Gym, High-Speed Elevators, Intercom, Landscaped Garden",10390000.0,10744.57,New (0-3 yrs),3.04
Whitefield,1869,3,2,15,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Landscaped Garden, Power Backup",10080000.0,5393.26,Established (11-20 yrs),3.57
HSR Layout,1300,3,2,2,Unfurnished,"Gym, Tennis Court",10700000.0,8230.77,New (0-3 yrs),2.14
Bellandur,1115,2,2,1,Semi-Furnished,"Children's Play Area, Landscaped Garden, Power Backup",9400000.0,8430.49,New (0-3 yrs),2.14
Malleshwaram,1704,3,2,1,Semi-Furnished,"Covered Parking, Gym, Landscaped Garden, Power Backup",19210000.0,11273.47,New (0-3 yrs),3.12
Yelahanka,1421,3,3,0,Semi-Furnished,"Children's Play Area, Covered Parking, Jogging Track, Landscaped Garden",8500000.0,5981.7,New (0-3 yrs),2.68
Koramangala,1191,2,2,4,Unfurnished,"Children's Play Area, High-Speed Elevators, Intercom",12990000.0,10906.8,Modern (4-10 yrs),1.96
Marathahalli,2100,4,3,0,Semi-Furnished,"Clubhouse, Covered Parking, Swimming Pool, Tennis Court",15070000.0,7176.19,New (0-3 yrs),4.38
Koramangala,2100,4,4,3,Semi-Furnished,"Landscaped Garden, Swimming Pool, Tennis Court",30490000.0,14519.05,New (0-3 yrs),3.39
Koramangala,1639,3,3,8,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Landscaped Garden",20480000.0,12495.42,Modern (4-10 yrs),2.86
Thanisandra,500,1,1,22,Furnished,"Clubhouse, Gym, Jogging Track, Power Backup",2590000.0,5180.0,Old (20+ yrs),3.21
Koramangala,720,1,1,19,Semi-Furnished,"Covered Parking, Intercom",8010000.0,11125.0,Established (11-20 yrs),1.16
HSR Layout,1040,2,1,10,Semi-Furnished,"24/7 Security, Intercom, Jogging Track, Power Backup, Tennis Court",8940000.0,8596.15,Modern (4-10 yrs),3.66
Electronic City,2519,4,3,3,Unfurnished,"Children's Play Area, High-Speed Elevators, Landscaped Garden",11160000.0,4430.33,New (0-3 yrs),2.32
Whitefield,1059,2,2,4,Unfurnished,"24/7 Security, Landscaped Garden, Swimming Pool",6170000.0,5826.25,Modern (4-10 yrs),2.86
Sarjapur Road,593,1,1,11,Semi-Furnished,"Children's Play Area, Power Backup",3490000.0,5885.33,Established (11-20 yrs),1.34
Thanisandra,1861,3,3,7,Unfurnished,"Intercom, Power Backup",9880000.0,5308.97,Modern (4-10 yrs),1.16
Bellandur,1490,3,3,0,Unfurnished,"Children's Play Area, Gym",11210000.0,7523.49,New (0-3 yrs),1.52
Malleshwaram,1828,3,3,3,Semi-Furnished,"24/7 Security, Intercom, Power Backup, Swimming Pool",20970000.0,11471.55,New (0-3 yrs),3.21
Koramangala,1423,3,2,13,Unfurnished,"Clubhouse, Intercom, Jogging Track",14150000.0,9943.78,Established (11-20 yrs),2.05
Electronic City,1080,2,2,18,Unfurnished,"Covered Parking, Gym, Landscaped Garden",4140000.0,3833.33,Established (11-20 yrs),2.41
Hebbal,1132,2,2,10,Semi-Furnished,"Clubhouse, High-Speed Elevators, Intercom, Power Backup",9160000.0,8091.87,Modern (4-10 yrs),3.12
Bellandur,952,2,2,3,Furnished,"24/7 Security, Swimming Pool, Tennis Court",7660000.0,8046.22,New (0-3 yrs),3.3
Hebbal,707,1,1,7,Semi-Furnished,"Children's Play Area, Gym, Power Backup, Swimming Pool",5960000.0,8429.99,Modern (4-10 yrs),3.57
Banashankari,2265,3,2,1,Unfurnished,"24/7 Security, Covered Parking, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",20310000.0,8966.89,New (0-3 yrs),5.36
Hebbal,1259,2,2,0,Unfurnished,"High-Speed Elevators, Jogging Track",9210000.0,7315.33,New (0-3 yrs),1.43
Banashankari,823,1,1,3,Unfurnished,"24/7 Security, Covered Parking, Gym, Landscaped Garden, Swimming Pool",5560000.0,6755.77,New (0-3 yrs),4.46
Marathahalli,954,2,1,18,Unfurnished,"Clubhouse, Landscaped Garden, Swimming Pool",4190000.0,4392.03,Established (11-20 yrs),3.21
Electronic City,1527,3,3,0,Furnished,"Clubhouse, Covered Parking, Gym, Power Backup",8860000.0,5802.23,New (0-3 yrs),3.39
Koramangala,1148,2,2,4,Unfurnished,"24/7 Security, High-Speed Elevators",12860000.0,11202.09,Modern (4-10 yrs),1.61
Bellandur,1048,2,2,3,Unfurnished,"24/7 Security, Gym, High-Speed Elevators, Landscaped Garden, Tennis Court",7660000.0,7309.16,New (0-3 yrs),4.55
Thanisandra,2023,3,2,20,Unfurnished,"Children's Play Area, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",12130000.0,5996.05,Established (11-20 yrs),3.48
Thanisandra,1162,2,2,28,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Tennis Court",5130000.0,4414.8,Old (20+ yrs),6.52
Sarjapur Road,1086,2,2,1,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Landscaped Garden, Power Backup, Swimming Pool",7280000.0,6703.5,New (0-3 yrs),6.16
Whitefield,1906,3,3,2,Furnished,"Covered Parking, Landscaped Garden",10470000.0,5493.18,New (0-3 yrs),1.52
Sarjapur Road,2432,4,4,9,Semi-Furnished,"Clubhouse, Covered Parking, Gym, Jogging Track, Power Backup",16430000.0,6755.76,Modern (4-10 yrs),3.93
Whitefield,533,1,1,6,Semi-Furnished,"Clubhouse, Covered Parking, Intercom, Power Backup, Swimming Pool",3040000.0,5703.56,Modern (4-10 yrs),4.29
Bellandur,617,1,1,1,Semi-Furnished,"Clubhouse, Power Backup, Swimming Pool",4800000.0,7779.58,New (0-3 yrs),3.12
Electronic City,1200,2,2,0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Landscaped Garden",6210000.0,5175.0,New (0-3 yrs),2.77
Thanisandra,1610,3,2,19,Furnished,"24/7 Security, Clubhouse, Gym",9650000.0,5993.79,Established (11-20 yrs),2.68
Electronic City,553,1,1,9,Furnished,"Covered Parking, Jogging Track",2760000.0,4990.96,Modern (4-10 yrs),1.25
Koramangala,1346,2,2,14,Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Jogging Track",15640000.0,11619.61,Established (11-20 yrs),3.66
Jayanagar,3652,5,4,9,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",46340000.0,12688.94,Modern (4-10 yrs),6.07
Bellandur,2688,4,4,6,Semi-Furnished,"24/7 Security, Covered Parking, Landscaped Garden",21850000.0,8128.72,Modern (4-10 yrs),2.23
Thanisandra,1144,2,2,12,Semi-Furnished,"Children's Play Area, Gym, High-Speed Elevators, Jogging Track",6570000.0,5743.01,Established (11-20 yrs),2.95
Whitefield,1213,2,2,4,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Landscaped Garden, Tennis Court",7550000.0,6224.24,Modern (4-10 yrs),5.54
Marathahalli,1436,3,3,2,Unfurnished,"Clubhouse, Intercom, Power Backup",9730000.0,6775.77,New (0-3 yrs),2.23
HSR Layout,983,2,1,2,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Power Backup",9790000.0,9959.31,New (0-3 yrs),4.02
Bellandur,1730,3,3,5,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom, Landscaped Garden, Power Backup",16720000.0,9664.74,Modern (4-10 yrs),5.27
Yelahanka,995,2,2,3,Semi-Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",5930000.0,5959.8,New (0-3 yrs),7.14
Sarjapur Road,1150,2,2,0,Semi-Furnished,"Clubhouse, Gym, Intercom, Jogging Track, Swimming Pool",8440000.0,7339.13,New (0-3 yrs),4.29
HSR Layout,1746,3,3,10,Unfurnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",14200000.0,8132.88,Modern (4-10 yrs),6.7
